1060	Training/data/TS_random_01/random/2021-12-15/1060/C0073-1060M1121-2__000_0-01343856.wav	농부는 자루의 일도 손님들 일도 완전히 잊어버리고 이야기를 했습니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0107-1060M1121-2__000_0-01430521.wav	주차비 내야 해.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0610-1060M1121-2__000_0-01588225.wav	굉장히 먼 것을 짐작합니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0687-1060M1121-2__000_0-01590574.wav	임금님의 걱정은 말이 아니었지요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0174-1060M1121-2__000_0-01348034.wav	로스앤젤레스 다저스팀, 시카고 화이트삭스팀 등 유명 팀이 나오는 경기장은 순식간에 오만 명이 모인답니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0083-1060M1121-2__000_0-01429760.wav	맵 확인 부탁합니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0295-1060M1121-2__000_0-01380317.wav	시빌의 어머니는 자기 아들이 세상에서 최고라고 생각했습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0341-1060M1121-2__000_0-01382316.wav	아침 일찍 잭은 거인이 왕자의 냄새를 맡을 수 없을 거라고 생각되자 비로소 거인을 지하 감옥에서 꺼내 주었다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0209-1060M1121-2__000_0-01377309.wav	그 말을 듣자 노인은 처음 본 상대임에도 한층 살갑게 말을 해왔다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0247-1060M1121-2__000_0-01378912.wav	기업들이 각자의 독립성을 유지하며 자신의 강점을 바탕으로 협력해요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0393-1060M1121-2__000_0-01579999.wav	나중에는 바이올린도 황금으로 변했습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0238-1060M1121-2__000_0-01378437.wav	그는 자기가 보기엔 읽을 만한 것이 아무것도 없다는 것이었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0696-1060M1121-2__000_0-01428263.wav	호텔로 다시 가 부모와 함께 객실에서 식사를 마쳤다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0063-1060M1121-2__000_0-01428671.wav	앞 좌석에 시트 통풍 좀 해 줄래?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0481-1060M1121-2__000_0-01583241.wav	이제 나이가 들어 아무 쓸모가 없어.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0046-1060M1121-2__000_0-01342334.wav	문화 행사하는 곳 위치 띄워 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0249-1060M1121-2__000_0-01378988.wav	이는 민족의 자존심을 짓밟고, 민족의 가슴에 커다란 쇠말뚝을 박은 것과 마찬가지였어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0691-1060M1121-2__000_0-01428444.wav	요정은 이 모든 것을 느낄 수 있었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0631-1060M1121-2__000_0-01589063.wav	아무것도 준비된 것이 없기 때문입니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0099-1060M1121-2__000_0-01430256.wav	내일 배우는 거 뭔지 알아?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0531-1060M1121-2__000_0-01585148.wav	그러나 흉년이 들면 큰일입니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0436-1060M1121-2__000_0-01581433.wav	가구는 각종 보석으로 장식되어 있었어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0643-1060M1121-2__000_0-01589611.wav	두 사람 모두 육십 세가 넘은 여자들이었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0693-1060M1121-2__000_0-01428394.wav	증거를 잡아낼 꾀를 생각하노라고 밝기까지 자지 못하였다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0469-1060M1121-2__000_0-01582856.wav	하지만 곡식이 풍족하다 보니 마을 어디에나 쥐가 들끓었어.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0461-1060M1121-2__000_0-01582249.wav	어서 오세요. 마음껏 구경하세요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0343-1060M1121-2__000_0-01382387.wav	동경대전, 팔편가사, 궁을가 등 동학의 서적을 열람하고 집에 돌아왔다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0392-1060M1121-2__000_0-01579959.wav	어머니가 드실 수 있게 빵을 하나 샀습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0683-1060M1121-2__000_0-01590279.wav	이봐, 꼬마야 이리 나와.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0201-1060M1121-2__000_0-01349057.wav	바닷속보다 훨씬 더 넓은, 사람들의 세계에서 살고 싶었답니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0064-1060M1121-2__000_0-01343521.wav	아저씨는 저한테 전혀 관심이 없으니까 샘 같은 건 전혀 안 나겠죠.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0043-1060M1121-2__000_0-01342952.wav	내가 기억해낸 것은 행복했다는 것과 나와 주로 놀았던 두 명의 친한 친구들뿐이었어.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0004-1060M1121-2__000_0-01341584.wav	내가 최근에 간 곳 알려 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0316-1060M1121-2__000_0-01381149.wav	천오백구십이 년에 임진왜란이 일어나자 옥포와 사천, 한산도 등에서 왜군의 배를 전멸시켰습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0557-1060M1121-2__000_0-01586030.wav	소녀는 마치 말괄량이처럼 기사를 불러 댔습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0058-1060M1121-2__000_0-01343345.wav	농부의 아내는 아무 말도 못 하고 재빨리 음식들을 테이블 위에 차렸습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0244-1060M1121-2__000_0-01378796.wav	그는 이미 오래전부터 마을 사람들과 함께 자신의 경작지에서 철을 캐고 있다고 했다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0052-1060M1121-2__000_0-01342444.wav	안방 선풍기 전원 꺼 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0552-1060M1121-2__000_0-01585865.wav	배나무에 나의 행운이 숨어 있었어.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0355-1060M1121-2__000_0-01432247.wav	어머니가 나뭇가지를 꺾어 두었구나.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0439-1060M1121-2__000_0-01581509.wav	그는 넓은 호박 밭을 가꾸며 그곳에서 생활합니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0120-1060M1121-2__000_0-02126797.wav	미세 먼지 농도 어떻게 되는지 얘기해 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0144-1060M1121-2__000_0-01377099.wav	우리는 그저 하루하루를 연명해 갈 정도의 살림살이였으나 나에게는 모든 것이 풍족했다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0688-1060M1121-2__000_0-01428555.wav	사람들이 총 쏘는 남자 주위에 몰려들며 칭찬을 했습니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0011-1060M1121-2__000_0-01341724.wav	내일 업무 일정 정리해서 알려 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0110-1060M1121-2__000_0-01345074.wav	옛날 따스하고 평화로운 왕국에 열한 명의 왕자와 막내 공주가 살았어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0235-1060M1121-2__000_0-03172612.wav	특히 아버지의 묘가 있는 오래된 참나무는 다른 모든 나무들보다 훨씬 더 많은 노래를 알고 있었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0091-1060M1121-2__000_0-01344539.wav	콩깍지 속에서 사이좋게 여물어가던 형제들과 헤어진다고 생각하니 아쉬운 생각이 들었던 겁니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0526-1060M1121-2__000_0-01584968.wav	노인이 금반지를 문에 대자 문이 열렸다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0539-1060M1121-2__000_0-01585419.wav	관찰 시간을 적어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0082-1060M1121-2__000_0-01344064.wav	랍비 교육이 끝나면, 일반 학교의 졸업식과 비슷한 랍비의 임명식을 가집니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0354-1060M1121-2__000_0-01432227.wav	먼저 첨성대의 구조를 살펴볼까요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0698-1060M1121-2__000_0-01428213.wav	적이 우리의 꾐에 빠질까요?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0101-1060M1121-2__000_0-01344800.wav	이윽고 문이 열리고 안에서 누군가가 나오는데 이게 웬일입니까?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0066-1060M1121-2__000_0-01343573.wav	이 떠돌이 그릇 장수는 피리를 불고 다니면서 그릇 장사를 했습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0447-1060M1121-2__000_0-01581742.wav	종아리가 꽉 끼지 않게 하란 말이야.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0190-1060M1121-2__000_0-01348644.wav	눈을 뜬 건 다음 날 아침 다섯 시 반, 그것도 엄마가 깨워 주었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0460-1060M1121-2__000_0-01582216.wav	햇살은 쨍쨍 내려 쪼이고, 하늘에는 구름 한 점 없습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0385-1060M1121-2__000_0-01579733.wav	어디에나 동화는 있는가 봅니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0421-1060M1121-2__000_0-01580946.wav	모두 함께 검은 표범을 공격하라.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0644-1060M1121-2__000_0-01589642.wav	그런 지가 벌써 오랜 옛날이 되었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0429-1060M1121-2__000_0-01581202.wav	견딜 수 없다는 듯이 보일 때이다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0177-1060M1121-2__000_0-01348127.wav	부인은 그 젊고 부유한 바이올린 연주자의 머리카락을 앨범에다 끼워 넣었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0293-1060M1121-2__000_0-01380266.wav	맛있는 먹이를 찾으면 기분이 좋아 꼬불꼬불 말린 꼬리를 쭉 펴고 살랑살랑 흔든단다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0624-1060M1121-2__000_0-01588840.wav	빨리 일어나요, 벌써 날이 훤히 밝았어요.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0075-1060M1121-2__000_0-01429031.wav	정산할 주차비 얼마야?
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0067-1060M1121-2__000_0-01428809.wav	티브이 꺼져 있는지 말해 주세요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0054-1060M1121-2__000_0-01343235.wav	점심을 먹고 그늘에 모여서 이야기를 나누는데 누군가 소리쳤다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0106-1060M1121-2__000_0-01344983.wav	부드러운 방석과 양탄자 위에서 쉬고 싶은 마음이 강하게 일어났습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0311-1060M1121-2__000_0-01380943.wav	처음부터 욕심을 부리며 트집을 잡는 사람과는 대화가 안 됩니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0660-1060M1121-2__000_0-03172631.wav	너는 우리에게 아무 짓도 안 하잖아.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0200-1060M1121-2__000_0-01349027.wav	늙은 대령은 오랫동안 손꼽아 기다렸던 개선군의 입성을 떠올리면서 가슴 벅차하는 것 같았어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0011-1060M1121-2__000_0-01341213.wav	금이나 은처럼 반짝이는 비늘을 단 물고기들이 배를 따라 헤엄쳐 왔습니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0041-1060M1121-2__000_0-01342248.wav	바로 직전의 번호로 다시 전화 부탁해.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0404-1060M1121-2__000_0-01580363.wav	젊은이도 이 끔찍한 곳에 잡혀 온 겐가?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0639-1060M1121-2__000_0-01589420.wav	날이 어두우니 여기서 자고 가게.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0428-1060M1121-2__000_0-01581180.wav	그 집은 들쥐의 집이었습니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0088-1060M1121-2__000_0-01429912.wav	자기 계발서 찾아줄 수 있어?
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0073-1060M1121-2__000_0-01428978.wav	어린이집 끝나면 나 뭐 해야 돼?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0314-1060M1121-2__000_0-01381074.wav	요즘은 많은 사람이 골프를 배우고 있어서 흔히 실내 연습장이나 스크린 골프장을 찾을 수 있어요.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0008-1060M1121-2__000_0-01341681.wav	텔레그램으로 이 링크 공유해라.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0517-1060M1121-2__000_0-01584652.wav	이 호텔에 있는 모든 사람들에게 질문해 보라.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0533-1060M1121-2__000_0-01585216.wav	아, 정말 잠깐 기다려요, 씻고 올게요.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0026-1060M1121-2__000_0-01341983.wav	구급차 지나가도록 조금 더 움직여 봐.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0625-1060M1121-2__000_0-01588876.wav	독 사과라니, 그건 그냥 흔해빠진 보통 사과였다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0510-1060M1121-2__000_0-01584312.wav	그렇게 옮겨 다니며 식사를 하는 것도 참 각별한 느낌을 주네요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0628-1060M1121-2__000_0-01588966.wav	이제 나를 체포하시오.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0495-1060M1121-2__000_0-01583769.wav	누군가에게 이런 말 하는 건 처음이야.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0390-1060M1121-2__000_0-01579881.wav	산과 들이 모두 푸를 뿐이요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0389-1060M1121-2__000_0-01579855.wav	싹이 움트고 있던 늙은 나무들은 가지를 흔들며 인사했습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0550-1060M1121-2__000_0-01585781.wav	그녀는 나의 말에 차분하게 귀를 기울이고 있었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0334-1060M1121-2__000_0-01382080.wav	아주 오랜 옛날, 사람이 살기 전에 다양한 공룡이 지구에 살았어.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0124-1060M1121-2__000_0-01345608.wav	곰곰이 따져보니 벌집 하나에 평균 열 마리 이상의 비단벌레가 있었던 것이다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0444-1060M1121-2__000_0-01581661.wav	둘 중 한 녀석은 다른 녀석보다 훨씬 더 산적 일을 잘했습니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0072-1060M1121-2__000_0-01428947.wav	이 유튜브 영상 즐겨찾기 해 주겠니?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0230-1060M1121-2__000_0-01378104.wav	엄지 공주는 낮에는 꽃잎 배를 타고 놀고, 밤에는 호두 껍데기로 만든 침대에서 잠을 잤단다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0328-1060M1121-2__000_0-01381791.wav	스스로 잘못을 깨우치고 좋은 사람이 되게 하지 않는 한, 결국 그 손해는 우리에게 돌아올 뿐입니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0452-1060M1121-2__000_0-01581943.wav	전나무와 함께, 이야기와 함께 지나가 버리고 말았답니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0093-1060M1121-2__000_0-01430073.wav	나 일일사에 전화 걸란다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0426-1060M1121-2__000_0-01581124.wav	이 세상에 태어난 후에는 결코 꿀 수 없는 즐거운 꿈이지.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0091-1060M1121-2__000_0-01429996.wav	수술하는 데 걸리는 시간 알려줘.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0065-1060M1121-2__000_0-01428753.wav	출근길 플레이 목록 검색.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0301-1060M1121-2__000_0-01380561.wav	고물상에서 산 남루한 옷을 고쳐 입어서 친구들이 걸레라고 놀려대기 일쑤였습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0374-1060M1121-2__000_0-01579267.wav	아내는 이렇게 말하며 농부를 껴안았습니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0113-1060M1121-2__000_0-01430692.wav	현관문은 잘 닫혀 있지?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0633-1060M1121-2__000_0-01589139.wav	땅이 말라 버리기 전에 물을 빨아들여야 하거든.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0012-1060M1121-2__000_0-01341742.wav	민원 신고하게 고객센터 가르쳐 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0115-1060M1121-2__000_0-01345218.wav	네로는 할아버지의 목까지 이불을 덮어드린 뒤에 밖으로 나왔습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0186-1060M1121-2__000_0-01348490.wav	이렇게 자문해 보세요. 위대함을 지니지 않은 고독이란 대체 무엇인가?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0378-1060M1121-2__000_0-01579446.wav	그 꽃밭에서 나왔다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0324-1060M1121-2__000_0-01381407.wav	태양과 여덟 개 행성으로 이루어진 태양계는 우리가 상상할 수 없을 정도로 커요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0305-1060M1121-2__000_0-01380717.wav	새로운 생각들이, 다른 생각들이, 그리고 또다시 같은 생각들이 계속해서 끝없이 흘러내렸습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0306-1060M1121-2__000_0-01380752.wav	그가 내려가는 길 한복판에 호랑이 한 마리가 턱 버티고 서 있는 것이 보였습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0264-1060M1121-2__000_0-01347467.wav	그때 금빛 햇살에 반짝이는 동그란 것을 보고 눈이 휘둥그레졌습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0074-1060M1121-2__000_0-01343880.wav	하얀 튀김 옷을 입히고 기름에 튀겨야 맛있는 튀김이 되기 때문이다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0699-1060M1121-2__000_0-01428182.wav	아들은 곧 그 나무를 보고 길을 찾을 수가 있었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0384-1060M1121-2__000_0-01579709.wav	천천히 말해도 돼 사람은 침 같은 건 가지고 있지 않아.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0352-1060M1121-2__000_0-01422900.wav	어쩌면 좋겠어요?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0292-1060M1121-2__000_0-01380212.wav	별의 아이는 튼튼한 성벽으로 둘러싸인 채 강가에 세워져 있는 도시의 성문 앞에 도착했다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0433-1060M1121-2__000_0-01581343.wav	물가에서 자라는 풀들은 대개 뿌리가 물 아래 땅속에 박혀 있어.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0045-1060M1121-2__000_0-01343013.wav	소문을 들은 그녀는 만일 자신의 병을 고쳐 준다면 많은 재산으로 보상하겠다고 말했다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0023-1060M1121-2__000_0-01341925.wav	점심시간에 뭐 나와?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0572-1060M1121-2__000_0-01586899.wav	그리고 후손들에게 산 역사교육의 장으로 활용되고 있습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0148-1060M1121-2__000_0-01955325.wav	컴컴한 겨울 초저녁에 뿔나팔, 삽, 손도끼를 들고 산으로 올라가 일을 시작해야지.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0519-1060M1121-2__000_0-01584722.wav	마침내 버드가 취하는 것을 보고 핼과 나는 술을 그만 마셨지.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0488-1060M1121-2__000_0-01583523.wav	왕이 살고 있는 곳 말이야.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0103-1060M1121-2__000_0-01344869.wav	아침 일찍부터 꾸민 우리들의 이 화려한 차림도 아무 소용이 없게 되고 만단 말이야.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0026-1060M1121-2__000_0-01344357.wav	안압지는 달을 담은 연못, 별을 담는 연못, 별을 담는 우물입니다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0102-1060M1121-2__000_0-01430370.wav	로봇 청소기 어디 청소 중이니?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0329-1060M1121-2__000_0-01381885.wav	나는야, 생강 과자 아이 난 할아버지 할머니, 커다란 암소랑 말보다도 빠르죠.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0284-1060M1121-2__000_0-01379920.wav	그러나 곧 종소리는 더 깊은 산 속에서 울린다는 것을 알게 되었지요.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0005-1060M1121-2__000_0-01341599.wav	앞 차랑 비슷한 속도로 따라가.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0277-1060M1121-2__000_0-01379646.wav	정말로 당신이 나와 같이 그곳에 가고 싶고 두려워하지 않는다면 내 등을 타고 거기까지 갈 수 있어.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0346-1060M1121-2__000_0-01382475.wav	지금은 여기서 얼굴을 찡그리고 있는 저 바보는 누구라고 생각되세요?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0548-1060M1121-2__000_0-01585709.wav	하늘의 태양은 축구공보다 안 커 보이는걸요.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0038-1060M1121-2__000_0-01342178.wav	방금 전화했던 번호로 다시 걸어 줘.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0303-1060M1121-2__000_0-01380648.wav	달이 뜨면 제사를 지내 신과 사람, 자연이 하나로 화합하여 한 해 동안 풍요롭고 건강하기를 기원했어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0573-1060M1121-2__000_0-01586933.wav	어떤 사람들은 첨성대를 우주의 우물로 보기도 합니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0036-1060M1121-2__000_0-01342761.wav	거의 잊고 지냈던 그리운 어머니, 엄격한 아버지, 그리고 눈에 익은 집안의 집기들이 보였어.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0004-1060M1121-2__000_0-01341014.wav	어찌 된 일인지 그다음 해에도 또 그다음 해에도 큰 가뭄이 들어 농사를 망치고 말았어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0568-1060M1121-2__000_0-01586777.wav	작은 엄지손가락은 주위를 살피려고 나무 위로 올라갔다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0373-1060M1121-2__000_0-01579190.wav	대다수 여성들까지도 그리 생각하는 것도 이해할 수 없고요.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0098-1060M1121-2__000_0-01430236.wav	진료 예약이 언제야?
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0056-1060M1121-2__000_0-01342510.wav	보일러 전원 좀 내려 줄래?
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0617-1060M1121-2__000_0-01588547.wav	한참을 기다렸으나 꾀꼬리는커녕, 참새도 오지 않았습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0537-1060M1121-2__000_0-01585341.wav	욕심쟁이는 차고 끈적거리는 손으로 꽉 쥐었습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0135-1060M1121-2__000_0-01345943.wav	처음 우리에게 왔을 때는 신경질을 부리고 사나워서 힘들었어요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0360-1060M1121-2__000_0-01432396.wav	고문관의 현관문 열쇠는 특히 이런 일에 아주 알맞았지요.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0375-1060M1121-2__000_0-01579298.wav	나중에 후회하지 않도록 네가 무엇을 원할지를 잘 생각해.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0497-1060M1121-2__000_0-01583825.wav	노인의 말에 청년은 고개를 갸웃거렸습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0057-1060M1121-2__000_0-01343322.wav	얼굴이나 키, 목소리까지 똑같은 쌍둥이라도 지문은 다르단다.
1060	Training/data/TS_common_01/common/2021-12-15/1060/B0006-1060M1121-2__000_0-01341654.wav	지금 읽는 메일 보관해.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0685-1060M1121-2__000_0-01590506.wav	그러나 가끔은 말을 잘 다루는 사람들을 만날 때도 있습니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0199-1060M1121-2__000_0-01348982.wav	힘과 실력이 있다 해도, 그것을 자랑하면서 함부로 휘두르는 것은 옳지 못한 태도입니다.
1060	Training/data/TS_random_01/random/2021-12-15/1060/C0431-1060M1121-2__000_0-01581255.wav	가시털이 나 있는 다리가 한쪽에 네 개씩 모두 여덟 개가 있어요.
